CompanyName,Industry,Region,Year,Revenue,ProfitMargin,MarketCap,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption,,Growth rate
Company_551,Retail,Middle East,2021,1970,6.7,1569.9,51.5,81.5,48.7,24.3,123974.3,61987.1,247948.5,,-2
Company_551,Retail,Middle East,2022,1832.7,7,2645.3,53.1,82.8,50.5,26,113672.3,56836.1,227344.5,,-7
Company_551,Retail,Middle East,2023,1868.2,9,2116.1,53.8,80.1,56.7,24.7,119420.9,59710.4,238841.7,,1.9
Company_551,Retail,Middle East,2024,1795.7,8.6,2300.8,55.4,82.6,55.6,27.9,111600,55800,223200.1,,-3.9
Company_551,Retail,Middle East,2025,1774.5,10.8,4418.6,56.8,86.1,52.5,31.7,105978.8,52989.4,211957.6,,-1.2
Company_552,Consumer Goods,Asia,2015,946.5,13.5,1984.8,59,39.2,60.2,77.6,175271,219088.8,876355.2,,4.33
Company_552,Consumer Goods,Asia,2016,877.1,14.7,3084.7,61.1,41.8,62.1,79.5,159144.4,198930.5,795721.8,,-7.3
Company_552,Consumer Goods,Asia,2017,790.8,15.1,2869.9,61.1,44.3,59,79.9,140715,175893.8,703575.1,,-9.8
Company_552,Consumer Goods,Asia,2018,758.9,12.1,1570.9,61.6,48.3,58.5,78.2,130852.1,163565.1,654260.3,,-4
Company_552,Consumer Goods,Asia,2019,850.4,11.4,2391.5,61.6,47.7,57.8,79.3,147349.3,184186.6,736746.6,,12.1
Company_552,Consumer Goods,Asia,2020,874.4,13,2157.7,60.8,46.7,59.4,76.1,152655,190818.7,763274.9,,2.8
Company_552,Consumer Goods,Asia,2021,930,19.3,3194.6,61,45.7,59.5,77.9,163757.5,204696.9,818787.7,,6.4
Company_552,Consumer Goods,Asia,2022,944.9,19,3656,61.9,49.3,57.5,79,161545,201931.3,807725.1,,1.6
Company_552,Consumer Goods,Asia,2023,922.6,22.7,3465.4,62.7,50.8,59,78.3,155793.4,194741.7,778966.9,,-2.4
Company_552,Consumer Goods,Asia,2024,926.1,23.3,2662.1,63.4,50.5,64,75.8,156808.9,196011.1,784044.4,,0.4
Company_552,Consumer Goods,Asia,2025,861.5,22.9,4168.2,66,52.2,65.4,80.3,143755.3,179694.1,718776.6,,-7
Company_553,Retail,Africa,2015,2555.6,8.6,3779.2,47.7,47.3,50.5,45.5,222115,111057.5,444230.1,,4.33
Company_553,Retail,Africa,2016,2639.5,7.5,3418.2,46.6,44.5,50,45.3,234500.1,117250.1,469000.3,,3.3
Company_553,Retail,Africa,2017,2999.9,8,5536.2,47.1,45.8,50.6,44.9,263846.3,131923.2,527692.6,,13.7
Company_553,Retail,Africa,2018,3048.2,8,2645.5,48.4,46.8,53,45.5,265881.9,132941,531763.8,,1.6
Company_553,Retail,Africa,2019,3309.7,5.9,4489.6,49.7,48.6,52.5,48,284556.8,142278.4,569113.6,,8.6
Company_553,Retail,Africa,2020,3045.6,7.5,3898.8,51.6,49.1,55.2,50.5,260841.8,130420.9,521683.6,,-8
Company_553,Retail,Africa,2021,3119.6,7.9,2820.7,54.1,49.3,61,51.9,266584.2,133292.1,533168.4,,2.4
Company_553,Retail,Africa,2022,3505.4,9.2,5618.9,54.9,51.5,60.9,52.2,294227.8,147113.9,588455.6,,12.4
Company_553,Retail,Africa,2023,3535.6,10.3,4063.4,57.1,53.2,61.1,56.9,292719.1,146359.5,585438.1,,0.9
Company_553,Retail,Africa,2024,3376.7,12.1,8419.4,58,55.2,60.3,58.5,274663.5,137331.7,549326.9,,-4.5
Company_553,Retail,Africa,2025,3308.7,10.3,5461.8,56.8,54.3,58.9,57.3,271245.5,135622.7,542490.9,,-2
Company_554,Manufacturing,Europe,2015,895.7,9.6,1368.8,46.5,29.8,76.8,33,266378.9,355171.9,4439648.9,,4.33
Company_554,Manufacturing,Europe,2016,998.7,8.9,866.3,47,29.4,79.1,32.5,297841.2,397121.7,4964020.7,,11.5
Company_554,Manufacturing,Europe,2017,1097.3,8.2,793.2,46.5,28.6,74.5,36.4,329135.6,438847.5,5485593.7,,9.9
Company_554,Manufacturing,Europe,2018,1095.5,4.2,1004.7,47.8,32,75.7,35.8,320722.4,427629.9,5345373.5,,-0.2
Company_554,Manufacturing,Europe,2019,1131.2,5.5,1148.6,48.9,30.4,79.8,36.5,334947.3,446596.4,5582455.5,,3.3
Company_554,Manufacturing,Europe,2020,1275.2,4.3,1137.6,49.3,32.1,80.8,35.2,373134.3,497512.4,6218905.3,,12.7
Company_554,Manufacturing,Europe,2021,1412.8,0.6,117.5,51.6,36.9,80.4,37.5,399067.8,532090.4,6651129.4,,10.8
Company_554,Manufacturing,Europe,2022,1500.1,0.6,91.6,51.1,36.8,81.1,35.4,424063.9,565418.5,7067731.2,,6.2
Company_554,Manufacturing,Europe,2023,1590.9,-4.1,2983.7,50.5,34.3,80.9,36.4,458300.5,611067.4,7638342.2,,6.1
Company_554,Manufacturing,Europe,2024,1902.9,-4.3,3641.2,50.5,34.7,82.8,34.1,546538.3,728717.7,9108971.4,,19.6
Company_554,Manufacturing,Europe,2025,2035.9,-6.4,5062.6,51.4,38.9,80.9,34.5,566442.3,755256.4,9440705,,7
Company_555,Energy,Africa,2015,1666.8,16.4,3472.1,28.3,8,34.3,42.7,1906401.5,571920.5,19064015,,4.33
Company_555,Energy,Africa,2016,1589.8,14.2,2870.6,29,9.8,34.2,43,1798539.8,539561.9,17985397.8,,-4.6
Company_555,Energy,Africa,2017,2061.4,12.2,4591.9,29.1,11.4,32.4,43.4,2308622.7,692586.8,23086227.5,,29.7
Company_555,Energy,Africa,2018,2144.8,18.8,6141.8,29.7,12.1,34.8,42.3,2392759.2,717827.8,23927591.7,,4
Company_555,Energy,Africa,2019,2402.2,16.4,5336.4,31.2,15.1,35.5,43,2629395.8,788818.7,26293957.9,,12
Company_555,Energy,Africa,2020,2504.4,18.6,4582,32.6,16,37.7,44.2,2724283.9,817285.2,27242839.3,,4.3
Company_555,Energy,Africa,2021,2756.1,20.4,9974.5,35.3,18.7,41.9,45.2,2946081.7,883824.5,29460816.5,,10
Company_555,Energy,Africa,2022,2684,26.7,12215.9,37.9,20.4,44.6,48.7,2837121.1,851136.3,28371211.3,,-2.6
Company_555,Energy,Africa,2023,2482.3,26.7,8768.2,40,21,48.9,50.2,2613064.8,783919.4,26130647.8,,-7.5
Company_555,Energy,Africa,2024,2359.3,23.9,7182.4,41.4,25.1,46.5,52.7,2417169.4,725150.8,24171693.8,,-5
Company_555,Energy,Africa,2025,2171.5,16.7,5617.9,41.5,26.5,46.9,51.2,2203484.3,661045.3,22034843.1,,-8
Company_556,Transportation,Asia,2015,2500,6.6,1866.9,35.5,35.3,44.6,26.6,1429190.5,238198.4,4763968.2,,4.33
Company_556,Transportation,Asia,2016,2512.6,6.3,2983.3,37,36.9,44.4,29.6,1419231.7,236538.6,4730772.2,,0.5
Company_556,Transportation,Asia,2017,2267.9,8.2,2676.9,37,35.4,46.1,29.6,1295510.2,215918.4,4318367.3,,-9.7
Company_556,Transportation,Asia,2018,2191.7,7.6,1820.3,38.1,35.9,46.8,31.4,1247443,207907.2,4158143.4,,-3.4
Company_556,Transportation,Asia,2019,2488.6,2.7,537.3,39.9,37.1,49.3,33.3,1404342.3,234057.1,4681141.1,,13.5
Company_556,Transportation,Asia,2020,2480.7,0.5,235.8,43,40.5,53.7,34.8,1363682.6,227280.4,4545608.8,,-0.3
Company_556,Transportation,Asia,2021,2396.8,-0.4,2054.6,42.6,38.7,53.4,35.6,1336153.8,222692.3,4453846,,-3.4
Company_556,Transportation,Asia,2022,2746.4,1.2,346.5,45.9,42.6,56.8,38.2,1486381.7,247730.3,4954605.6,,14.6
Company_556,Transportation,Asia,2023,2582.9,-1.5,5746.6,45.5,41.6,57.8,37.1,1408228,234704.7,4694093.2,,-6
Company_556,Transportation,Asia,2024,2857.3,-0.5,12613.3,46.2,43,56.7,38.8,1541272.9,256878.8,5137576.4,,10.6
Company_556,Transportation,Asia,2025,3052.8,2.9,1549.3,46.2,43.2,58.8,36.7,1644022.1,274003.7,5480073.8,,6.8
Company_557,Healthcare,North America,2015,3963.9,1.6,1184.2,65.4,66,61.8,68.3,292428.2,292428.2,584856.4,,4.33
Company_557,Healthcare,North America,2016,4355.8,2.7,2188.5,64.8,63.9,63.8,66.6,327865.3,327865.3,655730.6,,9.9
Company_557,Healthcare,North America,2017,4477.5,-2.5,19446,65.4,63.9,63.1,69.3,336877.5,336877.5,673755,,2.8
Company_557,Healthcare,North America,2018,4658.2,-2,18476.6,65,65.5,59.6,69.8,345254.3,345254.3,690508.7,,4
Company_557,Healthcare,North America,2019,5030.1,1.8,956.2,66.3,64.6,62.7,71.5,376181.4,376181.4,752362.9,,8
Company_557,Healthcare,North America,2020,5775.1,-0.1,14719.2,66,61.6,64.5,71.8,443817.7,443817.7,887635.4,,14.8
Company_557,Healthcare,North America,2021,6457,0.7,1118.2,66.9,64.6,63.5,72.7,482686.2,482686.2,965372.3,,11.8
Company_557,Healthcare,North America,2022,7744.8,0.8,1110.3,67,64.8,61.8,74.4,577982,577982,1155963.9,,19.9
Company_557,Healthcare,North America,2023,8861.1,-1.1,25062.1,67.6,65.4,61.6,75.8,657975.1,657975.1,1315950.3,,14.4
Company_557,Healthcare,North America,2024,10128.7,1.9,3662.6,67.5,64.6,59.7,78.2,757160,757160,1514320,,14.3
Company_557,Healthcare,North America,2025,11534.9,3.3,4090.1,66.6,64.3,58,77.4,864776.2,864776.2,1729552.5,,13.9
Company_558,Finance,Middle East,2015,3944.8,10,3942.6,50.7,45,50.5,56.5,69822.3,34911.1,174555.7,,4.33
Company_558,Finance,Middle East,2016,4021.7,9.7,4696,50.5,45.3,51.8,54.5,71018.6,35509.3,177546.5,,1.9
Company_558,Finance,Middle East,2017,3869.6,12.4,6177.6,51.9,44.5,53.7,57.5,68773.6,34386.8,171934.1,,-3.8
Company_558,Finance,Middle East,2018,3723.5,8.5,5212.5,53.5,47.7,54.4,58.3,64517.8,32258.9,161294.5,,-3.8
Company_558,Finance,Middle East,2019,3934.4,8.6,2853.2,53.2,48.9,51.7,58.9,67508.3,33754.1,168770.7,,5.7
Company_558,Finance,Middle East,2020,4028.3,4.4,2030.5,51.6,48.2,48.9,57.7,69506.6,34753.3,173766.5,,2.4
Company_558,Finance,Middle East,2021,4002.3,3.3,2352.2,53.8,52,50.1,59.2,66936.5,33468.2,167341.2,,-0.6
Company_558,Finance,Middle East,2022,4593.6,1.8,831.9,55.7,51,54,62.2,77468.7,38734.3,193671.7,,14.8
Company_558,Finance,Middle East,2023,5002.9,5.8,3060.3,57.9,53.7,52.5,67.3,82452,41226,206129.9,,8.9
Company_558,Finance,Middle East,2024,4462.5,2.8,1443.2,58.2,56.9,50.9,66.9,71554.2,35777.1,178885.6,,-10.8
Company_558,Finance,Middle East,2025,4629.6,2.9,2472.1,58.1,56.7,51.4,66.2,74355.1,37177.5,185887.7,,3.7
Company_559,Manufacturing,Middle East,2015,1719.6,20.4,3547.5,38.5,48,24.8,42.7,445564.5,594086,7426075.4,,4.33
Company_559,Manufacturing,Middle East,2016,1802.8,23.5,8673.5,40.2,51.8,25.3,43.4,452787.3,603716.4,7546455.1,,4.8
Company_559,Manufacturing,Middle East,2017,2154,21.9,4707,43.8,58.8,29,43.7,509244.1,678992.2,8487402.3,,19.5
Company_559,Manufacturing,Middle East,2018,2614.9,17.1,8757.2,45.9,60.9,31.1,45.7,607204.4,809605.9,10120073.8,,21.4
Company_559,Manufacturing,Middle East,2019,2813.3,14.5,6328.6,46.2,61.2,29.8,47.5,651085.6,868114.1,10851426.4,,7.6
Company_559,Manufacturing,Middle East,2020,3405.4,13,4424.2,47.1,60,33,48.3,796538.3,1062051.1,13275638.4,,21
Company_559,Manufacturing,Middle East,2021,3951,10.6,8571,49.1,61.4,36.7,49.3,913184.9,1217579.9,15219748.3,,16
Company_559,Manufacturing,Middle East,2022,4209.7,9.8,5097.9,47.6,60.8,34.5,47.5,977646.6,1303528.8,16294110.1,,6.5
Company_559,Manufacturing,Middle East,2023,4414.7,11.1,9739.3,49.1,61.8,37.3,48.4,1016525.3,1355367,16942088.1,,4.9
Company_559,Manufacturing,Middle East,2024,4523.7,9.7,8664.3,50.4,64.5,36.8,49.9,1015803.6,1354404.8,16930059.8,,2.5
Company_559,Manufacturing,Middle East,2025,4629.8,9.4,3908.8,51.8,66.5,37.8,51,1020045.3,1360060.5,17000755.8,,2.3
Company_560,Technology,Latin America,2015,1255.7,22,9087.9,56.7,84.6,69.4,16.1,38160.4,22896.2,76320.7,,4.33
Company_560,Technology,Latin America,2016,1548,21.8,10999.5,57.2,82.9,71.9,16.9,47954.9,28772.9,95909.8,,23.3
Company_560,Technology,Latin America,2017,1989.4,21,13550.6,56.4,83.3,69.5,16.5,61371.6,36823,122743.2,,28.5
Company_560,Technology,Latin America,2018,2297.6,22.5,13850.3,56.7,84.3,71.7,14,70100.7,42060.4,140201.5,,15.5
Company_560,Technology,Latin America,2019,2891.7,17.3,16295.3,56.3,85.8,70.5,12.5,86659.7,51995.8,173319.4,,25.9
Company_560,Technology,Latin America,2020,3395.9,12.2,9079.1,57.5,88.4,69.1,14.9,98726.2,59235.7,197452.5,,17.4
Company_560,Technology,Latin America,2021,4160.8,14.9,13935.9,56.2,86.3,65.2,17.2,123970.7,74382.4,247941.4,,22.5
Company_560,Technology,Latin America,2022,4499.4,18,13692,57.3,88.1,63.6,20.1,131298,78778.8,262596.1,,8.1
Company_560,Technology,Latin America,2023,5461.8,16.4,19428.4,58.4,87.6,65.1,22.6,160310.5,96186.3,320620.9,,21.4
Company_560,Technology,Latin America,2024,6132.7,17.4,17263.7,58,86.8,66.1,21.2,181691.2,109014.7,363382.5,,12.3
Company_560,Technology,Latin America,2025,7364.4,16.1,24347.2,57,85.6,64.1,21.2,221180.4,132708.2,442360.7,,20.1
Company_561,Healthcare,Africa,2015,1484.6,15.4,3411.9,34.2,63.8,7,31.7,111825.5,111825.5,223651,,4.33
Company_561,Healthcare,Africa,2016,1486.2,16.5,4895.7,35.2,66.9,8.2,30.5,108765.2,108765.2,217530.3,,0.1
Company_561,Healthcare,Africa,2017,1618.5,25.2,9108.8,35.6,67.3,8,31.4,117982,117982,235964,,8.9
Company_561,Healthcare,Africa,2018,1675.1,26.2,4986.5,35.5,66.8,8.1,31.6,122640.6,122640.6,245281.2,,3.5
Company_561,Healthcare,Africa,2019,2013,30.2,15021.9,36.5,71.5,6.6,31.4,140871.7,140871.7,281743.5,,20.2
Company_561,Healthcare,Africa,2020,1982.3,35.4,9394.4,37.3,72.2,5.3,34.4,137724.4,137724.4,275448.8,,-1.5
Company_561,Healthcare,Africa,2021,2417.2,34.9,12522.3,39.3,76.2,6.7,35,161071,161071,322142,,21.9
Company_561,Healthcare,Africa,2022,2657,33.4,13268.4,39.5,76.9,5.3,36.4,175765,175765,351530.1,,9.9
Company_561,Healthcare,Africa,2023,3394.4,33.6,15376.8,38.3,77.1,3.2,34.7,224182.8,224182.8,448365.6,,27.8
Company_561,Healthcare,Africa,2024,3400.8,29.5,19347.9,39.5,79.4,5.5,33.7,218963.6,218963.6,437927.2,,0.2
Company_561,Healthcare,Africa,2025,3898.4,29.1,11525.3,42.5,82.1,8,37.5,243825.5,243825.5,487650.9,,14.6
Company_562,Transportation,Africa,2015,331.6,17.6,745.7,18.5,20.6,20,15,210112.5,35018.8,700375.1,,4.33
Company_562,Transportation,Africa,2016,322.8,16.7,890,19.2,22.2,20.7,14.8,202267.2,33711.2,674223.8,,-2.7
Company_562,Transportation,Africa,2017,339.5,16.5,860.7,19.5,21.6,19.1,17.7,213603,35600.5,712010.1,,5.2
Company_562,Transportation,Africa,2018,341.1,14.2,701.3,19.9,20.6,20.8,18.1,216008.8,36001.5,720029.4,,0.5
Company_562,Transportation,Africa,2019,351.8,13.6,692.6,19.6,20.9,18.8,19,222364.3,37060.7,741214.2,,3.2
Company_562,Transportation,Africa,2020,371.4,16.4,1178.4,20.3,20.5,19.4,20.9,235368.9,39228.2,784563.1,,5.6
Company_562,Transportation,Africa,2021,356.9,16.1,1005.3,21.4,23.3,20.4,20.4,222007.6,37001.3,740025.2,,-3.9
Company_562,Transportation,Africa,2022,412.3,18.3,1120.8,20.9,22.5,21.5,18.7,257892,42982,859640.2,,15.5
Company_562,Transportation,Africa,2023,400.2,18.6,817.4,22.6,24.1,23.1,20.6,247667.1,41277.9,825557.1,,-3
Company_562,Transportation,Africa,2024,414.5,19.9,1026.8,22.7,22.1,22.3,23.8,260025.1,43337.5,866750.5,,3.6
Company_562,Transportation,Africa,2025,466.3,16.4,1293.5,25.7,26.6,23.4,27,283565.3,47260.9,945217.7,,12.5
Company_563,Energy,Africa,2015,2795.8,4.9,2243.7,41.6,54.7,54,16.2,2284200.6,685260.2,22842005.8,,4.33
Company_563,Energy,Africa,2016,2983.2,6.6,1924.6,43.2,56.1,54.2,19.3,2409087.7,722726.3,24090877.4,,6.7
Company_563,Energy,Africa,2017,3133.4,3.4,943.4,43.7,54.7,54.3,22,2560679.7,768203.9,25606797.5,,5
Company_563,Energy,Africa,2018,3052.9,-6.9,10286.2,43,51.9,51.5,25.7,2554167.1,766250.1,25541670.8,,-2.6
Company_563,Energy,Africa,2019,2983.8,-4.9,4754.5,43,53.5,51.1,24.3,2462404.6,738721.4,24624046.2,,-2.3
Company_563,Energy,Africa,2020,3423.4,-8.3,13387.7,44.3,54.5,51.8,26.7,2802124.6,840637.4,28021246,,14.7
Company_563,Energy,Africa,2021,2847.3,-5.7,8761.1,46.8,57.6,51.3,31.5,2269578.8,680873.6,22695787.7,,-16.8
Company_563,Energy,Africa,2022,2856.1,-5.3,7970.3,47.9,57.3,53.6,32.8,2280930.2,684279.1,22809301.7,,0.3
Company_563,Energy,Africa,2023,3011.7,-13,13175.7,48.7,59.3,54.3,32.5,2363050,708915,23630499.5,,5.4
Company_563,Energy,Africa,2024,3031.4,-5.5,2918.8,51.4,63.2,55.4,35.6,2296900.6,689070.2,22969006.2,,0.7
Company_563,Energy,Africa,2025,3530.9,-6.4,12550.8,52.3,62.1,60.3,34.4,2703003.5,810901.1,27030035.1,,16.5
Company_564,Energy,Africa,2015,11842.7,5.6,5516.5,34.5,36.8,25.2,41.6,11159115.8,3347734.7,111591157.7,,4.33
Company_564,Energy,Africa,2016,11329.3,10.2,16147.2,36.5,40.3,26,43.1,10397990.7,3119397.2,103979906.5,,-4.3
Company_564,Energy,Africa,2017,10860.9,3.7,3267.7,37,42,25.7,43.3,9838408.8,2951522.7,98384088.4,,-4.1
Company_564,Energy,Africa,2018,9092.6,1.8,2092.2,35.6,39.9,24.8,42.1,8368723.8,2510617.1,83687237.9,,-16.3
Company_564,Energy,Africa,2019,10002,8.8,12277.9,35.3,40,23.8,41.9,9199408.5,2759822.6,91994085.4,,10
Company_564,Energy,Africa,2020,10064.1,3,4217.1,34.9,40.8,21.8,42,9199157,2759747.1,91991569.8,,0.6
Company_564,Energy,Africa,2021,10440.4,13.2,25727.4,34.4,39.1,21.3,42.6,9667787.8,2900336.3,96677877.6,,3.7
Company_564,Energy,Africa,2022,9543.3,6.1,10832.5,33.9,40.2,21,40.5,8769264.1,2630779.2,87692641.3,,-8.6
Company_564,Energy,Africa,2023,9726.5,1.4,1500.5,32.6,38,19.1,40.6,9083206,2724961.8,90832059.7,,1.9
Company_564,Energy,Africa,2024,10473.2,-2.1,29091.3,31.6,34,22.7,38.2,10073286.6,3021986,100732866.4,,7.7
Company_564,Energy,Africa,2025,10246.7,4.2,8194.5,31.7,34.6,20.1,40.4,9811294.7,2943388.4,98112946.9,,-2.2
Company_565,Utilities,Europe,2015,1340.8,9.8,1800.4,44.9,29.1,56.5,49.2,1068880.2,668050.1,10688801.8,,4.33
Company_565,Utilities,Europe,2016,1380.7,7.6,1336,43.6,27.8,54.3,48.8,1110438.7,694024.2,11104387,,3
Company_565,Utilities,Europe,2017,1370.5,6.9,1226.2,44.4,31.6,49.7,51.7,1072910.6,670569.2,10729106.4,,-0.7
Company_565,Utilities,Europe,2018,1600.4,7.4,1189.6,44.4,31.2,49.7,52.1,1256366.3,785229,12563663.3,,16.8
Company_565,Utilities,Europe,2019,1655.5,5.6,1167.5,44.3,30.4,51.9,50.6,1307325.9,817078.7,13073258.8,,3.4
Company_565,Utilities,Europe,2020,1593.4,6.8,1583.7,43.9,30,50.1,51.7,1261914.5,788696.6,12619145.1,,-3.7
Company_565,Utilities,Europe,2021,1668.8,4.9,1058.7,43.7,31,50.5,49.8,1312491.3,820307.1,13124913.1,,4.7
Company_565,Utilities,Europe,2022,1770.4,5.1,939,44.8,33.8,50.9,49.5,1364263.1,852664.5,13642631.3,,6.1
Company_565,Utilities,Europe,2023,1831.3,5,979.1,45.8,35.3,52.5,49.6,1396187.2,872617,13961871.8,,3.4
Company_565,Utilities,Europe,2024,1697.8,2.8,555.8,46.5,36.2,53.1,50.2,1286023.8,803764.9,12860238.1,,-7.3
Company_565,Utilities,Europe,2025,1772,3.2,838.9,48.6,42.2,55,48.5,1281930.3,801206.4,12819303.1,,4.4
Company_566,Healthcare,North America,2015,1805.1,7.6,2995.8,52.6,36.2,43.6,77.9,170916,170916,341832,,4.33
Company_566,Healthcare,North America,2016,1928.5,12.5,4514.7,54,37.8,45.5,78.7,180327.4,180327.4,360654.8,,6.8
Company_566,Healthcare,North America,2017,2188.6,11.2,3095.3,52.6,37.5,45.4,75,205235.6,205235.6,410471.1,,13.5
Company_566,Healthcare,North America,2018,2313.5,7,2499.1,52.7,34.3,49.1,74.7,222032.7,222032.7,444065.4,,5.7
Company_566,Healthcare,North America,2019,1994.7,7.1,2937,51.8,35.9,46.1,73.5,189297.6,189297.6,378595.3,,-13.8
Company_566,Healthcare,North America,2020,2161.6,7.9,3195.7,51.1,34.4,44.9,74.1,207299.1,207299.1,414598.1,,8.4
Company_566,Healthcare,North America,2021,2044.9,8.6,2379.6,54,38.7,49.3,74.1,189958.5,189958.5,379917,,-5.4
Company_566,Healthcare,North America,2022,2243.5,15,5511.3,55.6,41,50.7,75.1,204804.4,204804.4,409608.8,,9.7
Company_566,Healthcare,North America,2023,2419.1,14.3,6661.8,59.5,45,57.4,76.2,214126.7,214126.7,428253.4,,7.8
Company_566,Healthcare,North America,2024,2531.3,15.9,4093.2,59.4,44.1,59,75,225541.4,225541.4,451082.9,,4.6
Company_566,Healthcare,North America,2025,2584.5,15,6237.1,58.8,42.6,57.9,76.1,233099.7,233099.7,466199.5,,2.1
Company_567,Healthcare,Oceania,2015,637,13.9,1914.2,75,83,64.5,77.5,39441,39441,78882,,4.33
Company_567,Healthcare,Oceania,2016,701.8,13,1725.8,74.8,83.7,64.4,76.2,43075.6,43075.6,86151.2,,10.2
Company_567,Healthcare,Oceania,2017,804.1,13.3,1491,76.7,85.9,65.1,79.2,48135.4,48135.4,96270.8,,14.6
Company_567,Healthcare,Oceania,2018,936.4,17.7,1715.1,78.4,86.3,66.9,81.8,55798.2,55798.2,111596.4,,16.5
Company_567,Healthcare,Oceania,2019,1003.6,13.2,1970.9,78.4,85.3,67.6,82.2,60484.2,60484.2,120968.3,,7.2
Company_567,Healthcare,Oceania,2020,1218.9,13.3,3897.8,79.2,85.2,71,81.3,73587.4,73587.4,147174.9,,21.5
Company_567,Healthcare,Oceania,2021,1318.7,19,6239.6,79.7,87.1,70.6,81.5,77827.9,77827.9,155655.9,,8.2
Company_567,Healthcare,Oceania,2022,1488,20.8,5150,78.3,87.3,70.6,77,87582.9,87582.9,175165.7,,12.8
Company_567,Healthcare,Oceania,2023,1591.9,25.5,9914.9,79.3,88.2,68.9,80.9,92751.3,92751.3,185502.7,,7
Company_567,Healthcare,Oceania,2024,1738.4,23.6,6675.5,80.9,90,68.9,83.8,99137.2,99137.2,198274.4,,9.2
Company_567,Healthcare,Oceania,2025,1799.4,22.4,4342.3,83.5,94.1,69.6,87,97460.8,97460.8,194921.7,,3.5
Company_568,Healthcare,Africa,2015,2414.1,16.3,4155.1,43,49.6,55.7,23.6,205889,205889,411778,,4.33
Company_568,Healthcare,Africa,2016,2056.7,15.3,5036,43.8,52,55.9,23.3,171923.5,171923.5,343846.9,,-14.8
Company_568,Healthcare,Africa,2017,1764.1,15.3,5203.8,44.8,53.1,56.5,24.8,146148.2,146148.2,292296.5,,-14.2
Company_568,Healthcare,Africa,2018,1534.4,17,4479.7,47.2,58,58.2,25.5,121833.9,121833.9,243667.7,,-13
Company_568,Healthcare,Africa,2019,1433,16.6,3730.3,48.1,59.6,57,27.7,112198.2,112198.2,224396.4,,-6.6
Company_568,Healthcare,Africa,2020,1593.2,17.9,6619,46.9,60.4,53.1,27.1,123853.4,123853.4,247706.8,,11.2
Company_568,Healthcare,Africa,2021,1399.4,15.6,4506.5,45.8,57.7,52.4,27.4,111442.3,111442.3,222884.6,,-12.2
Company_568,Healthcare,Africa,2022,1355.1,19.7,6420.2,47.7,59.8,57.3,25.9,105922.6,105922.6,211845.1,,-3.2
Company_568,Healthcare,Africa,2023,1207.1,18.4,2799.4,47.9,57.9,58.5,27.3,95902,95902,191804,,-10.9
Company_568,Healthcare,Africa,2024,1168.1,16.9,4189.6,47.3,58.2,58,25.8,92600.6,92600.6,185201.3,,-3.2
Company_568,Healthcare,Africa,2025,1116.4,17.8,3499,47,56.2,58.5,26.4,90050.6,90050.6,180101.1,,-4.4
Company_569,Energy,Asia,2015,8982.8,16.1,16079.5,31.5,33,32.7,28.9,8703591.2,2611077.3,87035911.6,,4.33
Company_569,Energy,Asia,2016,8637.4,22.5,33127.3,32,34.9,33.6,27.4,8256754.6,2477026.4,82567545.9,,-3.8
Company_569,Energy,Asia,2017,8666,27.3,25608,33.8,37.1,35.6,28.6,8147584.9,2444275.5,81475848.5,,0.3
Company_569,Energy,Asia,2018,9053.2,31.3,46350,33.3,37.5,33.9,28.4,8487779.7,2546333.9,84877797.4,,4.5
Company_569,Energy,Asia,2019,10237.5,39.2,79658.5,33.2,37.8,34.9,27.1,9576640.5,2872992.1,95766404.7,,13.1
Company_569,Energy,Asia,2020,11699.6,39.2,41003.7,31.4,35.6,35.3,23.2,11126033.7,3337810.1,111260336.9,,14.3
Company_569,Energy,Asia,2021,10837.9,27.7,55773.7,32.2,38,35.8,22.8,10123327.8,3036998.3,101233278,,-7.4
Company_569,Energy,Asia,2022,10920.4,21.3,28342.5,34.2,40.8,36.5,25.2,9982375.8,2994712.7,99823758,,0.8
Company_569,Energy,Asia,2023,12722.7,17.9,20186.4,33.3,40,37.3,22.6,11701959.8,3510587.9,117019598.2,,16.5
Company_569,Energy,Asia,2024,13702.1,17.3,31721.1,32.7,36.2,38.5,23.5,12969094,3890728.2,129690939.5,,7.7
Company_569,Energy,Asia,2025,12923.3,6,7536.8,32.9,33.4,38.5,26.9,12486961.8,3746088.5,124869618,,-5.7
Company_570,Energy,Latin America,2015,887.2,14.6,1825.9,41.8,31,68.5,25.8,872231.5,261669.5,8722315.2,,4.33
Company_570,Energy,Latin America,2016,738.6,13.7,1218.7,42.3,30.1,70.5,26.2,730806,219241.8,7308060.2,,-16.8
Company_570,Energy,Latin America,2017,808.9,12.6,1881.1,43.6,29.5,72.3,29,803684.5,241105.4,8036845.1,,9.5
Company_570,Energy,Latin America,2018,709,5,627.6,45.6,33.5,71.8,31.6,684726.1,205417.8,6847261.2,,-12.3
Company_570,Energy,Latin America,2019,611.5,16.9,1565.3,42.4,31,69,27.3,601269.9,180381,6012699.5,,-13.8
Company_570,Energy,Latin America,2020,576.2,21.4,1037.3,43.6,32.5,69,29.3,560525.4,168157.6,5605253.9,,-5.8
Company_570,Energy,Latin America,2021,604.6,18.5,1802.5,45.3,29.9,71.1,35,599017.8,179705.3,5990178,,4.9
